record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
Works Recommended,mplads_synthetic_feed.csv,2632,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP529/2025-2026/100512,Repair and Renovation,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Bhagalpur village ward 9,2025-07-20,,,,,629000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2633,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP529/2025-2026/100512,Repair and Renovation,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Bhagalpur village ward 9,,2025-08-18,,,,,629000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2634,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP529/2025-2026/100512,Repair and Renovation,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Bhagalpur village ward 9,,,2026-01-08,,,,,625700.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2635,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP529/2025-2026/100512,,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Bhagalpur village ward 9,,,,2025-10-08,,,,,312800.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2636,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP529/2025-2026/100512,,Repair of Village Drinking Water Pipeline,Repair of Village Drinking Water Pipeline at Bhagalpur village ward 9,,,,2025-12-24,,,,,312900.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,2637,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP739/2025-2026/100513,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Bhagalpur village ward 7,2025-12-15,,,,,2152000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2638,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP739/2025-2026/100513,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Bhagalpur village ward 7,,2026-01-16,,,,,2152000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2639,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP739/2025-2026/100513,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Bhagalpur village ward 7,,,2026-06-28,,,,,2157600.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2640,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP739/2025-2026/100513,,School Boundary Wall Construction,School Boundary Wall Construction at Bhagalpur village ward 7,,,,2026-02-19,,,,,719200.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2641,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP739/2025-2026/100513,,School Boundary Wall Construction,School Boundary Wall Construction at Bhagalpur village ward 7,,,,2026-04-01,,,,,719200.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2642,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP739/2025-2026/100513,,School Boundary Wall Construction,School Boundary Wall Construction at Bhagalpur village ward 7,,,,2026-05-28,,,,,719200.0,,,,Payment Released,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,2643,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP653/2025-2026/100514,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 1,2025-07-19,,,,,450000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2644,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP653/2025-2026/100514,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 1,,2025-08-17,,,,,450000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2645,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP653/2025-2026/100514,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 1,,,2025-12-20,,,,,436900.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2646,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP653/2025-2026/100514,,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 1,,,,2025-10-09,,,,,218400.0,,,,Payment Released,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2647,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP653/2025-2026/100514,,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 1,,,,2025-11-25,,,,,218500.0,,,,Payment Released,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,2648,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP849/2025-2026/100515,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Bhagalpur village ward 4,2025-10-04,,,,,198000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2649,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP849/2025-2026/100515,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Bhagalpur village ward 4,,2025-11-15,,,,,198000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2650,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP849/2025-2026/100515,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Bhagalpur village ward 4,,,,2026-04-16,,,,,188100.0,,,,Payment In-Progress,SHREE GANESH TRADERS,,,
Works Recommended,mplads_synthetic_feed.csv,2651,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP447/2025-2026/100516,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Bhagalpur village ward 19,2025-08-18,,,,,1782000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2652,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP447/2025-2026/100516,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Bhagalpur village ward 19,,2025-10-01,,,,,1782000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2653,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP447/2025-2026/100516,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Bhagalpur village ward 19,,,2026-02-26,,,,,1762200.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2654,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP447/2025-2026/100516,,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Bhagalpur village ward 19,,,,2025-11-17,,,,,587400.0,,,,Payment Released,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2655,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP447/2025-2026/100516,,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Bhagalpur village ward 19,,,,2025-12-04,,,,,587400.0,,,,Payment Released,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2656,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP447/2025-2026/100516,,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Bhagalpur village ward 19,,,,2026-01-13,,,,,587400.0,,,,Payment Released,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,2657,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP942/2025-2026/100517,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Bhagalpur village ward 5,2024-05-30,,,,,1348000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2658,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP942/2025-2026/100517,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Bhagalpur village ward 5,,2024-07-06,,,,,1348000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2659,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP942/2025-2026/100517,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Bhagalpur village ward 5,,,2024-11-21,,,,,1291500.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2660,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP942/2025-2026/100517,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Bhagalpur village ward 5,,,,2024-07-29,,,,,430500.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2661,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP942/2025-2026/100517,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Bhagalpur village ward 5,,,,2024-10-03,,,,,430500.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2662,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP942/2025-2026/100517,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Bhagalpur village ward 5,,,,2024-11-08,,,,,430500.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,2663,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP992/2025-2026/100518,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Bhagalpur village ward 14,2025-03-09,,,,,306000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2664,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP992/2025-2026/100518,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Bhagalpur village ward 14,,2025-04-16,,,,,306000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2665,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP992/2025-2026/100518,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Bhagalpur village ward 14,,,2025-08-31,,,,,319800.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2666,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP992/2025-2026/100518,,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Bhagalpur village ward 14,,,,2025-06-17,,,,,159900.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2667,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP992/2025-2026/100518,,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Bhagalpur village ward 14,,,,2025-08-20,,,,,159900.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,2668,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP625/2025-2026/100519,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 12,2024-08-05,,,,,1041000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2669,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP625/2025-2026/100519,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 12,,2024-09-13,,,,,1041000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2670,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP625/2025-2026/100519,Drinking Water & Sanitation,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 12,,,2025-01-13,,,,,1116700.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2671,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP625/2025-2026/100519,,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 12,,,,2024-11-06,,,,,558400.0,,,,Payment Released,JAI HO CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2672,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP625/2025-2026/100519,,Public Toilet Block Construction,Public Toilet Block Construction at Bhagalpur village ward 12,,,,2024-12-09,,,,,558300.0,,,,Payment Released,JAI HO CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,2673,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP478/2025-2026/100520,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Bhagalpur village ward 16,2024-06-05,,,,,2234000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2674,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP478/2025-2026/100520,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Bhagalpur village ward 16,,2024-06-22,,,,,2234000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2675,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP478/2025-2026/100520,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Bhagalpur village ward 16,,,2024-09-17,,,,,2210400.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2676,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP478/2025-2026/100520,,Construction of CC Road,Construction of CC Road at Bhagalpur village ward 16,,,,2024-07-17,,,,,736800.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2677,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP478/2025-2026/100520,,Construction of CC Road,Construction of CC Road at Bhagalpur village ward 16,,,,2024-08-08,,,,,736800.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2678,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP478/2025-2026/100520,,Construction of CC Road,Construction of CC Road at Bhagalpur village ward 16,,,,2024-09-01,,,,,736800.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
MP Allocated Limit,mplads_synthetic_feed.csv,2679,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,50000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,2680,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP287/2025-2026/100521,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,2024-05-05,,,,,2917000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2681,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP287/2025-2026/100521,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,2024-06-19,,,,,2917000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,2682,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP287/2025-2026/100521,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,,2025-04-17,,,,,2261500.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2683,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP287/2025-2026/100521,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,,,2024-09-27,,,,,753800.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2684,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP287/2025-2026/100521,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,,,2024-11-14,,,,,753800.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2685,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP287/2025-2026/100521,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,,,2025-03-07,,,,,753900.0,,,,Payment Released,HINDUSTAN ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,2686,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP616/2025-2026/100522,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Darbhanga village ward 3,2025-11-14,,,,,752000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2687,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP616/2025-2026/100522,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Darbhanga village ward 3,,2025-12-22,,,,,752000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2688,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP616/2025-2026/100522,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Darbhanga village ward 3,,,,2026-03-17,,,,,315200.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2689,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP616/2025-2026/100522,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Darbhanga village ward 3,,,,2026-08-09,,,,,315100.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,2690,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP504/2025-2026/100523,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Darbhanga village ward 6,2025-11-17,,,,,337000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2691,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP504/2025-2026/100523,Trust and Society,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Darbhanga village ward 6,,2025-12-25,,,,,337000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2692,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP504/2025-2026/100523,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Darbhanga village ward 6,,,,2026-03-08,,,,,89200.0,,,,Payment In-Progress,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2693,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP504/2025-2026/100523,,Grant for NGO Vocational Training Center,Grant for NGO Vocational Training Center at Darbhanga village ward 6,,,,2026-07-18,,,,,89200.0,,,,Payment In-Progress,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,2694,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP759/2025-2026/100524,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,2025-09-25,,,,,2029000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2695,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP759/2025-2026/100524,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,2025-11-08,,,,,2029000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2696,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP759/2025-2026/100524,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,,,2026-02-12,,,,,383800.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2697,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP759/2025-2026/100524,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,,,2026-04-16,,,,,383800.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2698,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP759/2025-2026/100524,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Darbhanga village ward 19,,,,2026-07-28,,,,,383800.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,2699,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/100525,Normal/Others,Construction of Community Hall,Construction of Community Hall at Darbhanga village ward 19,2024-01-20,,,,,1579000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,2700,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/100525,Normal/Others,Construction of Community Hall,Construction of Community Hall at Darbhanga village ward 19,,2024-02-16,,,,,1579000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2701,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/100525,,Construction of Community Hall,Construction of Community Hall at Darbhanga village ward 19,,,,2024-03-30,,,,,500000.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2702,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/100525,,Construction of Community Hall,Construction of Community Hall at Darbhanga village ward 19,,,,2025-09-20,,,,,500000.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,2703,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP774/2025-2026/100525,,Construction of Community Hall,Construction of Community Hall at Darbhanga village ward 19,,,,2026-09-01,,,,,500000.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
MP Allocated Limit,mplads_synthetic_feed.csv,2704,Bihar,Nalanda,Shri Nalanda Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,50000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,2705,Bihar,Nalanda,Shri Nalanda Representative,Lok Sabha,BIHAR DISTRICT MAGISTRATE IDA,WS/MP448/2025-2026/100526,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Nalanda village ward 4,2026-05-30,,,,,304000.0,,,,,,,,,,,
